EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
704,35,No,Non-Travel,Research & Development,3,3,Life Sciences,1,3,Male,Laboratory Technician,3,Married,1281,1,No,18,3,3,2,1,3,3,1,0,0,0
705,23,No,Travel_Rarely,Research & Development,4,3,Medical,1,1,Male,Research Scientist,1,Married,2819,2,No,16,3,1,1,5,3,4,3,2,0,2
707,25,No,Travel_Rarely,Sales,8,3,Life Sciences,1,4,Male,Sales Executive,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2
709,38,No,Travel_Rarely,Sales,7,4,Marketing,1,4,Female,Sales Executive,4,Single,4028,0,No,20,4,1,0,8,2,3,7,7,0,5
710,29,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,2,Male,Research Scientist,4,Divorced,2720,1,No,18,3,4,1,10,5,3,10,7,2,8
712,48,No,Travel_Rarely,Sales,2,1,Marketing,1,2,Male,Sales Executive,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2
714,27,No,Travel_Frequently,Sales,3,1,Medical,1,4,Female,Sales Executive,4,Divorced,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4
715,37,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,4,Male,Research Scientist,4,Single,4680,3,No,17,3,1,0,4,2,3,1,0,0,0
716,50,No,Travel_Rarely,Research & Development,28,1,Medical,1,4,Male,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,3,20,3,3,20,8,3,8
717,34,No,Travel_Rarely,Research & Development,9,3,Medical,1,4,Female,Healthcare Representative,2,Single,8621,1,No,14,3,2,0,9,3,4,8,7,7,7
720,24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,1,Female,Sales Executive,3,Single,4577,9,No,14,3,1,0,4,3,3,2,2,2,0
721,39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,4,Female,Healthcare Representative,3,Single,4553,1,No,11,3,1,0,20,4,3,20,7,11,10
722,32,No,Travel_Rarely,Sales,10,3,Marketing,1,4,Male,Sales Executive,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8
723,50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,1,2,Male,Sales Executive,3,Married,6796,3,Yes,14,3,1,1,18,4,3,4,3,1,3
724,38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2,Female,Healthcare Representative,4,Single,7625,0,No,13,3,3,0,10,4,2,9,7,1,8
725,27,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3,Female,Manufacturing Director,1,Married,7412,1,No,11,3,4,0,9,3,3,9,7,0,7
727,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3,Female,Research Director,4,Single,11159,3,No,15,3,4,0,10,6,3,7,7,7,7
728,47,No,Travel_Rarely,Sales,14,4,Marketing,1,4,Male,Sales Executive,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7
729,40,No,Travel_Frequently,Sales,5,4,Life Sciences,1,4,Male,Sales Executive,1,Married,10475,5,Yes,21,4,3,1,20,2,3,18,13,1,12
730,53,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3,Male,Research Director,3,Married,14814,3,No,19,3,3,0,32,3,3,5,1,1,3
731,41,No,Travel_Rarely,Human Resources,10,4,Human Resources,1,2,Male,Manager,4,Divorced,19141,3,No,15,3,2,3,23,2,2,21,6,12,6
732,60,No,Travel_Rarely,Sales,16,4,Marketing,1,1,Male,Sales Executive,1,Single,5405,8,No,14,3,4,0,10,1,3,2,2,2,2
733,27,No,Travel_Frequently,Research & Development,10,2,Life Sciences,1,4,Male,Manufacturing Director,1,Divorced,8793,1,No,21,4,3,2,9,4,2,9,7,1,7
734,41,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,4,Male,Manager,3,Married,19189,1,No,12,3,2,1,22,3,3,22,7,2,10
738,50,No,Travel_Rarely,Sales,8,4,Marketing,1,4,Male,Sales Representative,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2
741,28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1,Female,Research Scientist,2,Single,2216,7,Yes,13,3,4,0,10,4,3,7,7,3,7
742,36,No,Non-Travel,Research & Development,8,3,Life Sciences,1,1,Female,Research Director,1,Married,11713,9,No,14,3,1,1,10,2,3,8,7,0,5
743,38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3,Female,Manufacturing Director,3,Single,7861,4,Yes,14,3,4,0,10,4,4,1,0,0,0
744,44,No,Non-Travel,Research & Development,24,3,Medical,1,1,Male,Laboratory Technician,3,Single,3708,2,No,14,3,3,0,9,5,3,5,2,1,4
746,47,No,Travel_Frequently,Sales,3,3,Medical,1,4,Female,Sales Executive,3,Divorced,13770,9,Yes,12,3,4,2,28,2,2,22,2,11,13
747,30,No,Travel_Rarely,Sales,27,5,Marketing,1,3,Male,Sales Executive,4,Divorced,5304,7,No,23,4,4,1,10,2,2,8,7,7,7
749,29,No,Travel_Rarely,Sales,10,3,Life Sciences,1,3,Male,Sales Representative,3,Single,2642,1,No,11,3,3,0,1,6,3,1,0,0,0
752,42,Yes,Travel_Frequently,Research & Development,19,3,Medical,1,3,Male,Research Scientist,3,Divorced,2759,6,Yes,12,3,4,0,7,2,3,2,2,2,2
754,43,No,Travel_Frequently,Sales,15,3,Life Sciences,1,4,Male,Sales Executive,4,Married,6804,3,No,18,3,3,1,7,5,3,2,2,2,2
757,34,No,Travel_Rarely,Research & Development,8,2,Medical,1,2,Female,Healthcare Representative,3,Single,6142,3,No,11,3,4,0,10,2,3,5,1,4,3
758,23,No,Travel_Rarely,Research & Development,9,1,Medical,1,2,Male,Laboratory Technician,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2
760,39,No,Travel_Rarely,Human Resources,3,3,Human Resources,1,3,Female,Human Resources,2,Married,6389,9,No,15,3,3,1,12,3,1,8,3,3,6
762,56,No,Travel_Rarely,Research & Development,9,3,Medical,1,3,Male,Healthcare Representative,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1
763,40,No,Travel_Rarely,Research & Development,2,1,Medical,1,4,Female,Research Scientist,4,Single,2342,0,Yes,20,4,4,0,5,2,2,4,2,2,3
764,27,No,Travel_Rarely,Research & Development,7,3,Medical,1,4,Female,Healthcare Representative,1,Single,6811,8,No,19,3,1,0,9,2,1,7,6,0,7
766,29,No,Travel_Rarely,Sales,10,3,Marketing,1,4,Male,Sales Representative,2,Divorced,2297,1,No,14,3,4,2,2,2,3,2,2,2,2
769,53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,4,Male,Laboratory Technician,4,Single,2450,2,No,17,3,4,0,19,4,3,2,2,2,2
771,35,No,Non-Travel,Research & Development,2,4,Life Sciences,1,4,Female,Healthcare Representative,1,Divorced,5093,2,No,11,3,1,1,16,2,4,1,0,0,0
772,32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,1,Male,Laboratory Technician,4,Married,5309,1,No,15,3,4,2,10,2,3,10,8,4,7
773,38,No,Travel_Rarely,Research & Development,2,5,Medical,1,4,Male,Research Scientist,3,Married,3057,6,Yes,13,3,2,1,6,0,1,1,0,0,1
775,34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,2,Female,Manufacturing Director,1,Divorced,5121,3,No,14,3,3,1,7,3,3,0,0,0,0
776,52,No,Travel_Rarely,Sales,3,4,Marketing,1,3,Male,Manager,1,Married,16856,1,No,11,3,1,0,34,3,4,34,6,1,16
780,33,Yes,Travel_Rarely,Research & Development,1,4,Other,1,4,Male,Research Scientist,4,Single,2686,1,Yes,13,3,3,0,10,2,2,10,9,7,8
781,25,No,Travel_Rarely,Sales,26,1,Medical,1,3,Female,Sales Executive,4,Single,6180,1,No,23,4,2,0,6,5,2,6,5,1,4
783,45,No,Travel_Rarely,Sales,2,2,Technical Degree,1,2,Male,Sales Representative,3,Single,6632,0,No,13,3,1,0,9,3,3,8,7,3,1
784,23,No,Travel_Rarely,Research & Development,10,1,Medical,1,1,Male,Research Scientist,3,Single,3505,1,No,18,3,4,0,2,3,3,2,2,0,2
785,47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,1,2,Female,Sales Executive,3,Single,6397,4,Yes,12,3,4,0,8,2,3,5,4,1,3
786,34,No,Travel_Rarely,Sales,2,3,Other,1,4,Male,Sales Executive,4,Single,6274,1,No,22,4,3,0,6,5,3,6,5,1,4
787,55,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,4,Male,Manager,1,Married,19859,5,Yes,13,3,4,1,24,2,3,5,2,1,4
789,36,No,Non-Travel,Sales,8,4,Life Sciences,1,1,Male,Sales Executive,1,Single,7587,1,No,15,3,2,0,10,1,3,10,7,0,9
791,52,No,Non-Travel,Research & Development,19,4,Medical,1,4,Male,Research Scientist,4,Married,4258,0,No,18,3,1,1,5,3,3,4,3,1,2
792,26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1,Female,Laboratory Technician,4,Divorced,4364,3,No,14,3,1,1,5,2,3,2,2,2,0
793,29,No,Travel_Rarely,Research & Development,27,3,Medical,1,2,Female,Healthcare Representative,3,Married,4335,4,No,12,3,1,1,11,3,2,8,7,1,1
796,26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,1,4,Male,Sales Executive,1,Single,5326,6,No,17,3,3,0,6,2,2,4,3,1,2
797,34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2,Female,Research Scientist,4,Single,3280,2,No,16,3,3,0,10,2,3,4,2,1,3
799,54,No,Travel_Rarely,Research & Development,19,4,Medical,1,4,Female,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,2,2,9,4,3,5,3,1,4
800,27,No,Travel_Frequently,Sales,8,1,Marketing,1,3,Male,Sales Executive,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1
802,37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,4,Female,Research Scientist,1,Divorced,2782,0,Yes,13,3,2,2,6,3,2,5,3,4,3
803,38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,1,Female,Manufacturing Director,1,Single,5980,6,Yes,12,3,4,0,17,2,3,15,7,4,12
804,34,No,Travel_Rarely,Research & Development,2,4,Medical,1,3,Female,Research Scientist,1,Single,4381,1,No,11,3,3,0,6,3,3,6,5,1,3
805,35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,1,Female,Sales Representative,4,Married,2572,1,No,16,3,2,1,3,1,2,3,2,0,2
806,30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Male,Laboratory Technician,3,Married,3833,3,No,21,4,3,2,7,2,3,2,2,0,2
807,40,No,Travel_Frequently,Research & Development,2,2,Medical,1,3,Female,Healthcare Representative,2,Married,4244,1,No,24,4,4,1,8,2,3,8,7,3,7
808,34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,3,Female,Sales Executive,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2
809,42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,1,2,Male,Manager,4,Divorced,18430,1,No,13,3,2,1,24,4,2,24,7,14,9
811,23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3,Male,Laboratory Technician,1,Married,1601,1,Yes,21,4,3,2,1,2,3,0,0,0,0
812,24,No,Non-Travel,Research & Development,9,3,Life Sciences,1,3,Male,Laboratory Technician,2,Divorced,2694,1,No,11,3,3,3,1,4,3,1,0,0,0
813,52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,4,Female,Laboratory Technician,3,Married,3149,8,No,20,4,2,1,9,3,3,5,2,1,4
815,50,No,Travel_Rarely,Research & Development,2,3,Medical,1,3,Male,Research Director,3,Married,17639,5,No,16,3,4,0,30,3,3,4,3,0,3
816,29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2,Female,Laboratory Technician,1,Married,2319,1,Yes,11,3,4,1,1,1,3,1,0,0,0
817,33,No,Travel_Rarely,Research & Development,7,3,Medical,1,3,Male,Research Director,3,Married,11691,0,No,11,3,4,0,14,3,4,13,9,3,7
819,33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,1,Female,Sales Executive,1,Single,5324,5,No,15,3,3,0,6,3,3,3,2,0,2
820,47,No,Travel_Rarely,Research & Development,2,2,Other,1,3,Female,Manager,4,Married,16752,1,Yes,11,3,3,1,26,3,2,26,14,3,0
823,36,No,Travel_Rarely,Research & Development,1,3,Other,1,3,Female,Manufacturing Director,2,Married,5228,0,No,15,3,1,1,10,2,3,9,7,0,5
824,29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,1,3,Male,Research Scientist,3,Married,2700,1,No,24,4,3,1,10,3,3,10,7,0,7
825,58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4,Male,Research Director,2,Single,19246,7,Yes,12,3,4,0,40,2,3,31,15,13,8
826,35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,4,Female,Research Scientist,3,Single,2506,3,No,13,3,3,0,7,0,3,2,2,2,2
827,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,Female,Manufacturing Director,4,Married,6062,9,Yes,13,3,4,1,8,4,3,4,3,0,2
828,28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,3,Male,Research Scientist,3,Single,4382,6,No,17,3,4,0,5,3,2,2,2,2,1
829,36,No,Travel_Rarely,Human Resources,13,3,Human Resources,1,3,Male,Human Resources,2,Married,2143,4,No,13,3,2,1,8,2,3,5,2,0,4
830,32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3,Female,Manufacturing Director,3,Married,6162,1,No,12,3,3,1,14,3,3,14,13,6,8
832,40,No,Travel_Frequently,Research & Development,16,4,Medical,1,1,Male,Laboratory Technician,3,Single,5094,6,No,14,3,4,0,10,6,3,1,0,0,0
833,30,No,Travel_Rarely,Research & Development,2,3,Medical,1,3,Female,Manufacturing Director,4,Single,6877,5,Yes,24,4,2,0,12,4,2,0,0,0,0
834,45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2,Female,Research Scientist,3,Single,2274,1,No,14,3,4,0,1,3,3,1,0,0,0
836,42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,2,Male,Manufacturing Director,2,Married,4434,1,No,13,3,4,1,10,3,2,9,8,7,8
837,38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,1,Male,Healthcare Representative,1,Divorced,6288,2,No,15,3,3,1,13,3,2,4,3,1,2
838,34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,1,3,Female,Research Scientist,4,Single,2553,1,No,16,3,3,0,6,3,3,5,2,1,3
840,49,Yes,Travel_Rarely,Sales,11,3,Marketing,1,3,Female,Sales Executive,4,Married,7654,1,No,18,3,1,2,9,3,4,9,8,7,7
842,55,Yes,Travel_Rarely,Sales,2,1,Medical,1,3,Male,Sales Executive,4,Single,5160,4,No,16,3,3,0,12,3,2,9,7,7,3
843,43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,2,Male,Research Director,1,Married,17159,6,No,24,4,3,1,22,3,3,4,1,1,0
844,27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,3,Male,Research Director,4,Divorced,12808,1,Yes,16,3,2,1,9,3,3,9,8,0,8
845,35,No,Travel_Rarely,Research & Development,7,3,Other,1,3,Male,Manufacturing Director,3,Single,10221,3,No,21,4,2,0,17,3,4,8,5,1,6
846,28,No,Travel_Rarely,Sales,2,4,Marketing,1,2,Female,Sales Executive,2,Married,4779,1,Yes,20,4,1,0,8,2,3,8,7,7,5
847,34,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,3,Male,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2
848,26,Yes,Travel_Frequently,Research & Development,5,2,Medical,1,3,Female,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7
850,27,No,Non-Travel,Research & Development,3,3,Medical,1,4,Male,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0
851,51,No,Travel_Rarely,Sales,26,4,Marketing,1,1,Female,Manager,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17
852,44,No,Travel_Rarely,Research & Development,4,3,Medical,1,4,Male,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3
854,25,No,Travel_Rarely,Research & Development,2,1,Medical,1,1,Male,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1
855,33,No,Travel_Rarely,Sales,1,3,Medical,1,1,Male,Sales Executive,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8
856,35,No,Travel_Rarely,Research & Development,27,1,Medical,1,3,Female,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1
857,36,No,Travel_Rarely,Sales,1,2,Life Sciences,1,2,Male,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11
859,32,No,Travel_Rarely,Sales,13,4,Life Sciences,1,2,Male,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3
861,30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,2,Male,Research Scientist,4,Divorced,3761,9,No,12,3,2,1,10,3,2,5,4,0,3
862,53,No,Travel_Rarely,Sales,7,2,Marketing,1,1,Female,Sales Executive,4,Married,10934,7,Yes,18,3,4,1,35,3,3,5,2,0,4
864,45,No,Travel_Rarely,Sales,9,3,Marketing,1,4,Male,Sales Executive,1,Divorced,10761,4,Yes,12,3,3,1,18,2,3,5,4,0,2
865,32,No,Travel_Rarely,Research & Development,8,2,Medical,1,3,Female,Research Scientist,3,Married,5175,5,No,12,3,3,1,9,3,2,5,3,1,3
867,52,No,Travel_Frequently,Research & Development,25,4,Medical,1,3,Female,Manufacturing Director,4,Married,13826,3,No,22,4,3,0,31,3,3,9,8,0,0
868,37,No,Travel_Rarely,Sales,16,4,Marketing,1,4,Male,Sales Executive,3,Divorced,6334,4,No,19,3,4,2,9,2,3,1,0,0,0
869,28,No,Travel_Rarely,Human Resources,8,2,Medical,1,2,Male,Human Resources,4,Divorced,4936,1,No,13,3,4,1,6,6,3,5,1,0,4
872,22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,Male,Manufacturing Director,4,Married,4775,6,No,22,4,1,2,4,2,1,2,2,2,2
874,44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1,Male,Laboratory Technician,4,Married,2818,2,Yes,24,4,3,1,10,2,2,3,2,0,2
875,42,No,Travel_Frequently,Research & Development,2,1,Medical,1,2,Male,Research Scientist,4,Single,2515,5,Yes,14,3,4,0,8,2,3,2,1,2,2
878,36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,1,1,Male,Human Resources,1,Married,2342,0,No,21,4,3,0,6,3,3,5,4,0,3
879,25,No,Travel_Rarely,Sales,3,1,Other,1,3,Male,Sales Executive,1,Married,4194,1,Yes,18,3,4,0,5,3,3,5,3,0,3
880,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,4,Female,Manufacturing Director,3,Married,10685,1,Yes,20,4,2,1,17,2,3,17,14,5,15
881,35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,1,4,Female,Research Scientist,2,Divorced,2022,1,Yes,19,3,1,1,10,3,2,10,2,7,8
882,32,No,Non-Travel,Research & Development,1,3,Life Sciences,1,4,Male,Laboratory Technician,4,Divorced,2314,0,No,12,3,2,1,4,2,3,3,0,0,2
885,25,No,Travel_Rarely,Sales,4,1,Marketing,1,3,Male,Sales Executive,1,Married,4256,1,No,12,3,1,0,5,1,4,5,2,0,3
887,49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3,Female,Research Scientist,1,Married,3580,2,No,16,3,2,1,7,2,3,4,2,0,2
888,24,No,Non-Travel,Research & Development,4,1,Life Sciences,1,1,Male,Laboratory Technician,4,Married,3162,0,No,17,3,4,0,6,2,2,5,2,3,4
889,32,No,Travel_Frequently,Sales,5,2,Life Sciences,1,2,Male,Sales Executive,2,Married,6524,1,No,14,3,4,1,10,3,3,10,8,5,3
893,38,No,Travel_Rarely,Sales,9,3,Marketing,1,2,Male,Sales Representative,2,Married,2899,0,No,19,3,4,1,3,3,3,2,2,1,2
894,42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3,Female,Laboratory Technician,4,Married,5231,2,Yes,13,3,2,1,17,1,2,5,3,1,3
895,31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,4,Male,Research Scientist,4,Married,2356,3,Yes,19,3,2,1,8,2,3,6,4,0,2
896,29,Yes,Travel_Rarely,Sales,1,3,Medical,1,2,Female,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,3,5,3,3,3,2,0,2
897,53,No,Travel_Rarely,Sales,8,3,Marketing,1,1,Male,Sales Executive,4,Married,11836,5,No,14,3,3,1,28,3,3,2,0,2,2
899,35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,1,4,Male,Manufacturing Director,2,Married,10903,3,No,16,3,1,0,16,2,3,13,10,4,8
900,37,No,Travel_Frequently,Sales,21,2,Medical,1,3,Female,Sales Representative,4,Married,2973,5,No,15,3,2,1,10,3,3,5,4,0,0
901,53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,4,Female,Research Director,4,Single,14275,6,No,18,3,3,0,33,0,3,12,9,3,8
902,43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,4,Female,Healthcare Representative,4,Married,5562,4,No,13,3,2,1,12,2,2,5,2,2,2
903,47,No,Travel_Rarely,Sales,2,2,Marketing,1,3,Female,Sales Executive,4,Married,4537,0,Yes,22,4,1,1,8,2,3,7,6,7,7
904,37,No,Non-Travel,Sales,19,2,Medical,1,1,Male,Sales Executive,2,Single,7642,1,Yes,13,3,4,0,10,2,3,10,0,0,9
905,50,No,Non-Travel,Research & Development,2,4,Life Sciences,1,1,Male,Manager,1,Divorced,17924,1,No,11,3,4,1,31,3,3,31,6,14,7
909,39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1,4,Female,Human Resources,4,Married,5204,8,No,11,3,3,2,13,2,3,5,4,0,4
910,33,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,4,Male,Human Resources,2,Divorced,2277,3,Yes,11,3,3,1,7,4,4,4,3,0,3
911,32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,1,Male,Laboratory Technician,4,Single,2795,1,Yes,24,4,3,0,1,2,1,1,0,0,1
912,29,No,Travel_Rarely,Research & Development,7,1,Medical,1,1,Female,Laboratory Technician,4,Divorced,2532,6,No,14,3,3,3,8,5,3,4,3,0,3
913,44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,2,Male,Research Scientist,1,Married,2559,1,Yes,13,3,4,0,8,0,3,8,7,7,1
916,28,No,Travel_Rarely,Sales,5,4,Medical,1,1,Male,Sales Executive,4,Single,4908,1,No,14,3,2,0,4,3,3,4,2,0,2
918,58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,4,Male,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,4,1,3,3,2,1,0,0,0
920,43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1,Female,Manufacturing Director,2,Divorced,4765,4,No,21,4,3,1,4,2,4,1,0,0,0
922,20,Yes,Travel_Rarely,Sales,2,3,Medical,1,3,Female,Sales Representative,3,Single,2044,1,No,13,3,4,0,2,3,2,2,2,0,2
923,21,Yes,Travel_Rarely,Research & Development,18,1,Other,1,4,Female,Research Scientist,4,Single,2693,1,No,19,3,1,0,1,3,2,1,0,0,0
924,36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,1,3,Male,Healthcare Representative,4,Married,6586,0,Yes,17,3,1,1,17,2,2,16,8,4,11
925,47,No,Travel_Rarely,Sales,2,4,Life Sciences,1,4,Female,Sales Representative,4,Single,3294,1,Yes,18,3,1,0,3,3,2,3,2,1,2
926,22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2,Female,Manufacturing Director,3,Married,4171,0,Yes,19,3,1,1,4,3,4,3,2,0,2
927,41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2,Female,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,3,1,10,1,2,7,7,1,0
930,28,No,Travel_Rarely,Research & Development,9,3,Medical,1,3,Female,Research Scientist,3,Divorced,2377,5,No,18,3,2,1,6,2,3,2,2,2,2
932,39,Yes,Travel_Rarely,Research & Development,6,3,Medical,1,4,Male,Laboratory Technician,1,Married,2404,7,Yes,21,4,4,0,8,2,1,2,2,2,2
933,27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2,Female,Research Scientist,3,Single,2318,1,No,19,3,3,0,1,2,3,1,1,0,0
934,34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2,Male,Laboratory Technician,2,Divorced,2008,1,No,14,3,2,2,1,3,3,1,0,1,0
936,42,No,Travel_Rarely,Sales,14,2,Medical,1,3,Female,Sales Executive,3,Single,6244,7,No,17,3,1,0,10,6,3,5,4,0,3
939,33,No,Travel_Rarely,Research & Development,1,4,Other,1,3,Male,Research Scientist,1,Single,2799,3,Yes,11,3,2,0,6,1,3,3,2,0,2
940,58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3,Female,Healthcare Representative,2,Divorced,10552,2,Yes,13,3,4,1,24,3,3,6,0,0,4
941,31,No,Travel_Rarely,Sales,7,4,Life Sciences,1,2,Male,Sales Representative,3,Married,2329,3,No,15,3,2,0,13,2,4,7,7,5,2
942,35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,1,4,Female,Healthcare Representative,4,Married,4014,1,Yes,25,4,4,1,10,2,1,10,6,0,7
944,49,No,Travel_Rarely,Research & Development,8,2,Other,1,1,Female,Laboratory Technician,2,Married,7403,4,No,11,3,3,1,29,3,2,26,9,1,7
945,48,No,Travel_Rarely,Research & Development,20,4,Medical,1,4,Male,Research Scientist,3,Married,2259,4,No,17,3,1,2,13,2,2,0,0,0,0
947,31,No,Non-Travel,Sales,20,2,Marketing,1,4,Female,Sales Executive,3,Married,6932,1,No,13,3,4,1,9,2,2,9,8,0,0
949,36,No,Travel_Rarely,Research & Development,7,4,Other,1,2,Male,Research Scientist,4,Single,4678,2,No,18,3,3,0,8,6,3,6,2,0,1
950,38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,4,Female,Research Director,1,Married,13582,1,No,13,3,2,1,15,3,3,15,12,5,11
951,32,No,Non-Travel,Research & Development,1,3,Life Sciences,1,3,Female,Laboratory Technician,2,Married,2332,6,No,20,4,3,0,5,3,3,3,0,0,2
952,25,Yes,Travel_Rarely,Sales,19,2,Marketing,1,3,Male,Sales Representative,2,Married,2413,1,Yes,18,3,3,3,1,2,3,1,0,0,0
954,40,No,Travel_Rarely,Sales,10,4,Marketing,1,1,Male,Sales Executive,2,Divorced,9705,2,No,12,3,2,1,11,2,2,1,0,0,0
956,26,No,Travel_Frequently,Sales,1,3,Medical,1,3,Male,Sales Executive,1,Single,4294,1,No,12,3,2,0,7,2,3,7,7,0,7
957,41,No,Travel_Rarely,Research & Development,6,3,Medical,1,4,Male,Laboratory Technician,1,Single,4721,2,Yes,13,3,3,0,20,3,3,18,13,2,17
958,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,3,Male,Laboratory Technician,3,Single,2519,4,No,21,4,3,0,16,6,3,11,8,3,9
